;Title;Genre;Actors
2772;Life or Something Like It;Comedy, Romance            ;Angelina Jolie, Edward Burns, Tony Shalhoub, Christian Kane
2773;Murder by Numbers;Crime, Mystery, Thriller            ;Sandra Bullock, Ben Chaplin, Ryan Gosling, Michael Pitt
2774;Joshua;Drama            ;Tony Goldwyn, F. Murray Abraham, Kurt Fuller, Stacy Edwards
2775;A Skin Too Few: The Days of Nick Drake;Documentary, Biography            ;Nick Drake, Paul Weller, Gabrielle Drake, Rodney Drake
2776;The Scorpion King;Action, Adventure, Fantasy            ;Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu
2777;The Sweetest Thing;Comedy, Romance            ;Cameron Diaz, Thomas Jane, Christina Applegate, Lillian Adams
2778;New Best Friend;Drama, Mystery, Thriller            ;Taye Diggs, Dominique Swain, Mia Kirshner, Meredith Monroe
2779;Home Room;Crime, Drama            ;Busy Philipps, Erika Christensen, Victor Garber, Raphael Sbarge
2780;Bend It Like Beckham;Comedy, Drama, Romance            ;Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher
2781;Changing Lanes;Drama, Thriller            ;Ben Affleck, Samuel L. Jackson, Kim Staunton, Toni Collette
2782;Van Wilder;Comedy, Romance            ;Ryan Reynolds, Tara Reid, Tim Matheson, Kal Penn
2783;High Crimes;Crime, Drama, Mystery            ;Jim Caviezel, Morgan Freeman, Ashley Judd, Adam Scott
2784;Big Trouble;Comedy, Crime, Thriller            ;Tim Allen, Rene Russo, Stanley Tucci, Tom Sizemore
2785;The Rookie;Drama, Family, Sport            ;Dennis Quaid, J.D. Evermore, Rachel Griffiths, Jay Hernandez
2786;Clockstoppers;Action, Adventure, Comedy            ;Jesse Bradford, French Stewart, Paula Garcés, Michael Biehn
2787;Fellini: I'm a Born Liar;Documentary, Biography            ;Roberto Benigni, Luigi 'Titta' Benzi, Italo Calvino, Dante Ferretti
2788;Resident Evil;Action, Horror, Sci-Fi            ;Milla Jovovich, Michelle Rodriguez, Ryan McCluskey, Oscar Pearce
2789;Ice Age;Animation, Adventure, Comedy            ;Denis Leary, John Leguizamo, Ray Romano, Goran Visnjic
2790;Showtime;Action, Comedy, Crime            ;Robert De Niro, Eddie Murphy, Rene Russo, Rachael Harris
2791;All About the Benjamins;Action, Comedy, Crime            ;Ice Cube, Mike Epps, Tommy Flanagan, Carmen Chaplin
2792;The Time Machine;Action, Adventure, Sci-Fi            ;Guy Pearce, Yancey Arias, Mark Addy, Phyllida Law
2793;The Tracker;;
2794;40 Days and 40 Nights;Comedy, Romance            ;Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese
2795;Abandon;Drama, Mystery, Romance            ;Katie Holmes, Benjamin Bratt, Charlie Hunnam, Zooey Deschanel
2796;Death to Smoochy;Comedy, Crime, Drama            ;Robin Williams, Edward Norton, Catherine Keener, Danny DeVito
2797;Shottas;Action, Crime, Drama            ;Ky-Mani Marley, Spragga Benz, Louie Rankin, Paul Campbell
2798;We Were Soldiers;Action, Drama, History            ;Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott
2799;My Big Fat Greek Wedding;Comedy, Drama, Romance            ;Nia Vardalos, John Corbett, Michael Constantine, Christina Eleusiniotis
2800;Dummy;;
2801;Dragonfly;Drama, Fantasy, Mystery            ;Kevin Costner, Susanna Thompson, Joe Morton, Ron Rifkin
2802;John Q;Crime, Drama, Thriller            ;Denzel Washington, Robert Duvall, Gabriela Oltean, Kimberly Elise
2803;Hart's War;Drama, War            ;Bruce Willis, Colin Farrell, Terrence Howard, Cole Hauser
2804;24 Hour Party People;Biography, Comedy, Drama            ;Steve Coogan, Lennie James, John Thomson, Paul Popplewell
2805;Amen.;Biography, Crime, Drama            ;Ulrich Tukur, Mathieu Kassovitz, Ulrich Mühe, Michel Duchaussoy
2806;The Salton Sea;Crime, Drama, Mystery            ;Val Kilmer, Vincent D'Onofrio, Adam Goldberg, Luis Guzmán
2807;Crossroads;Comedy, Drama, Romance            ;Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning
2808;Rollerball;Action, Sci-Fi, Sport            ;Chris Klein, Jean Reno, LL Cool J, Rebecca Romijn
2809;Collateral Damage;Action, Drama, Thriller            ;Arnold Schwarzenegger, John Leguizamo, Francesca Neri, Elias Koteas
2810;Big Fat Liar;Adventure, Comedy, Family            ;Frankie Muniz, Amanda Bynes, Paul Giamatti, Amanda Detmer
2811;Slackers;Comedy, Romance            ;Devon Sawa, Robert B. Martin Jr., Jason Segel, Michael C. Maronna
2812;Empire;Crime, Drama, Thriller            ;John Leguizamo, Peter Sarsgaard, Denise Richards, Vincent Laresca
2813;Slap Her, She's French!;Comedy, Romance            ;Piper Perabo, Jane McGregor, Michael McKean, Trent Ford
2814;Stolen Summer;Drama            ;Amara Balthrop-Lewis, Kevin Pollak, Aidan Quinn, Bonnie Hunt
2815;The Mothman Prophecies;Drama, Horror, Mystery            ;Richard Gere, Laura Linney, David Eigenberg, Bob Tracey
2816;Kung Pow: Enter the Fist;Action, Comedy            ;Steve Oedekerk, Fei Lung, Leo Lee, Ling-Ling Hsieh
2817;The Count of Monte Cristo;Action, Adventure, Drama            ;Jim Caviezel, Guy Pearce, Richard Harris, James Frain
2818;A Walk to Remember;Drama, Romance            ;Mandy Moore, Shane West, Peter Coyote, Daryl Hannah
2819;The Dangerous Lives of Altar Boys;Comedy, Drama            ;Kieran Culkin, Jena Malone, Emile Hirsch, Vincent D'Onofrio
2820;State Property;Drama, Crime, Action            ;Beanie Sigel, Omillio Sparks, Memphis Bleek, Damon Dash
2821;The Kid Stays in the Picture;Documentary, Biography            ;Robert Evans, Eddie Albert, Peter Bart, Charlie Bluhdorn
2822;Bloody Sunday;Drama, History, War            ;James Nesbitt, Tim Pigott-Smith, Nicholas Farrell, Allan Gildea
2823;Narc;Crime, Drama, Mystery            ;Ray Liotta, Jason Patric, Chi McBride, Dan Leis
2824;Pumpkin;Comedy, Drama, Romance            ;Christina Ricci, Hank Harris, Brenda Blethyn, Dominique Swain
2825;One Hour Photo;Drama, Thriller            ;Robin Williams, Connie Nielsen, Michael Vartan, Dylan Smith
2826;May;Drama, Horror            ;Angela Bettis, Jeremy Sisto, Anna Faris, James Duval
2827;Real Women Have Curves;Comedy, Drama            ;America Ferrera, Lupe Ontiveros, Ingrid Oliu, George Lopez
2828;The Good Girl;Drama, Romance            ;Jennifer Aniston, Jake Gyllenhaal, Deborah Rush, Mike White
2829;Gerry;Adventure, Drama, Mystery            ;Casey Affleck, Matt Damon
2830;Better Luck Tomorrow;Crime, Drama, Romance            ;Parry Shen, Jason Tobin, Sung Kang, Shirley Anderson
2831;Secretary;Comedy, Drama, Romance            ;James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren
2832;XX/XY;Drama, Romance            ;Mark Ruffalo, Kathleen Robertson, Maya Stange, Kel O'Neill
2833;Tadpole;Comedy, Drama, Romance            ;Sigourney Weaver, Aaron Stanford, Kate Mara, Robert Iler
2834;Blue Car;Drama            ;David Strathairn, Agnes Bruckner, Margaret Colin, Frances Fisher
2835;The Slaughter Rule;Drama, Sport            ;Ryan Gosling, David Morse, Clea DuVall, David Cale
2836;The Dancer Upstairs;Crime, Drama, Thriller            ;Javier Bardem, Laura Morante, Juan Diego Botto, Elvira Mínguez
2837;Biggie and Tupac;Documentary, Biography, Crime            ;The Notorious B.I.G., Tupac Shakur, Nick Broomfield, Russell Poole
2838;Queen of the Damned;Drama, Fantasy, Horror            ;Aaliyah, Stuart Townsend, Marguerite Moreau, Vincent Perez
2839;Orange County;Comedy, Drama            ;Colin Hanks, Jack Black, Schuyler Fisk, Bret Harrison
2840;Peter Pan 2: Return to Never Land;Animation, Adventure, Family            ;Blayne Weaver, Harriet Owen, Corey Burton, Jeff Bennett
2841;Nirgendwo in Afrika;Biography, Drama            ;Juliane Köhler, Merab Ninidze, Matthias Habich, Sidede Onyulo
2842;Mean Machine;Comedy, Crime, Drama            ;Vinnie Jones, David Kelly, David Hemmings, Ralph Brown
2843;Joe Somebody;Comedy, Drama            ;Tim Allen, Julie Bowen, Kelly Lynch, Greg Germann
2844;Black Hawk Down;Drama, History, War            ;Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana
2845;How High;Comedy, Fantasy            ;Method Man, Redman, Obba Babatundé, Mike Epps
2846;Charlotte Gray;Drama, Romance, Thriller            ;Cate Blanchett, James Fleet, Abigail Cruttenden, Charlotte McDougall
2847;Iris;Biography, Drama, Romance            ;Judi Dench, Jim Broadbent, Kate Winslet, Hugh Bonneville
2848;The Other Side of Heaven;Adventure, Biography, Drama            ;Christopher Gorham, Anne Hathaway, Joe Folau, Nathaniel Lees
2849;A Beautiful Mind;Biography, Drama            ;Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer
2850;Kate & Leopold;Comedy, Fantasy, Romance            ;Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer
2851;Ali;Biography, Drama, Sport            ;Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles
2852;Ocean's Eleven;Crime, Thriller            ;George Clooney, Brad Pitt, Julia Roberts, Matt Damon
2853;I Am Sam;Drama            ;Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest
2854;Out Cold;Comedy, Sport            ;Flex Alexander, David Denman, A.J. Cook, Caroline Dhavernas
2855;The Affair of the Necklace;Drama, History, Romance            ;Hilary Swank, Simon Baker, Jonathan Pryce, Adrien Brody
2856;Spy Game;Action, Crime, Thriller            ;Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane
2857;Behind Enemy Lines;Action, Drama, Thriller            ;Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield
2858;Frailty;Crime, Drama, Thriller            ;Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary
2859;Black Knight;Adventure, Comedy, Fantasy            ;Martin Lawrence, Marsha Thomason, Tom Wilkinson, Vincent Regan
2860;The Wash;Comedy            ;Dr. Dre, Snoop Dogg, Anthony Albano, Tic
2861;Monster's Ball;Drama, Romance            ;Billy Bob Thornton, Halle Berry, Taylor Simpson, Gabrielle Witcher
2862;Gosford Park;Comedy, Drama, Mystery            ;Maggie Smith, Ryan Phillippe, Michael Gambon, Kristin Scott Thomas
2863;Harry Potter and the Sorcerer's Stone;Adventure, Family, Fantasy            ;Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith
2864;The One;Action, Sci-Fi, Thriller            ;Jet Li, Carla Gugino, Delroy Lindo, Jason Statham
2865;Shallow Hal;Comedy, Drama, Fantasy            ;Jack Black, Gwyneth Paltrow, Jason Alexander, Joe Viterelli
2866;Im Spiegel der Maya Deren;Documentary, Biography            ;Miriam Arsham, Stan Brakhage, Chao Li Chi, Rita Christiani
2867;Domestic Disturbance;Crime, Mystery, Thriller            ;John Travolta, Nick Loren, James Lashly, Rebecca Tilney
2868;Monsters, Inc.;Animation, Adventure, Comedy            ;Billy Crystal, John Goodman, Mary Gibbs, Steve Buscemi
2869;Impostor;Drama, Mystery, Sci-Fi            ;Shane Brolly, Vincent D'Onofrio, Gary Sinise, Madeleine Stowe
2870;Bones;Crime, Horror            ;Snoop Dogg, Pam Grier, Michael T. Weiss, Clifton Powell
2871;Thir13en Ghosts;Horror, Thriller            ;Tony Shalhoub, Shannon Elizabeth, Embeth Davidtz, Matthew Lillard
2872;K-PAX;Drama, Sci-Fi            ;Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard
2873;The Last Castle;Action, Drama, Thriller            ;Robert Redford, James Gandolfini, Mark Ruffalo, Steve Burton
2874;Riding in Cars with Boys;Biography, Comedy, Drama            ;Drew Barrymore, Steve Zahn, Adam Garcia, Brittany Murphy
2875;Little Secrets;;
2876;Corky Romano;Comedy, Crime            ;Chris Kattan, Peter Falk, Vinessa Shaw, Peter Berg
2877;Bandits;Comedy, Crime, Drama            ;Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity
2878;On the Line;Comedy, Family, Romance            ;Lance Bass, Joey Fatone, Emmanuelle Chriqui, GQ
2879;The Royal Tenenbaums;Comedy, Drama            ;Gene Hackman, Gwyneth Paltrow, Anjelica Huston, Ben Stiller
2880;Max Keeble's Big Move;;
2881;The Lost Skeleton of Cadavra;Comedy, Horror, Sci-Fi            ;Larry Blamire, Fay Masterson, Brian Howe, Dan Conroy
2882;Zoolander;Comedy            ;Ben Stiller, Owen Wilson, Christine Taylor, Will Ferrell
2883;Babí léto;Comedy, Drama, Family            ;Vlastimil Brodský, Stella Zázvorková, Stanislav Zindulka, Ondrej Vetchý
2884;Don't Say a Word;Drama, Mystery, Thriller            ;Michael Douglas, Sean Bean, Brittany Murphy, Skye McCole Bartusiak
2885;Glitter;Drama, Music, Romance            ;Mariah Carey, Eric Benét, Max Beesley, Da Brat
2886;The Glass House;Crime, Drama, Mystery            ;Diane Lane, Leelee Sobieski, Stellan Skarsgård, Bruce Dern
2887;Serendipity;Comedy, Romance            ;John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan
2888;The Grey Zone;Drama, History, War            ;David Arquette, Velizar Binev, David Chandler, Michael Stuhlbarg
2889;Hotel;Comedy            ;Max Beesley, Saffron Burrows, Rhys Ifans, Salma Hayek
2890;Hardball;Drama, Sport            ;Keanu Reeves, Diane Lane, John Hawkes, Bryan Hearne
2891;Heist;Action, Crime, Drama            ;Gene Hackman, Rebecca Pidgeon, Danny DeVito, Delroy Lindo
2892;Read My Lips;Crime, Drama, Romance            ;Vincent Cassel, Emmanuelle Devos, Olivier Gourmet, Olivier Perrier
2893;Last Orders;Drama            ;Michael Caine, Bob Hoskins, Tom Courtenay, David Hemmings
2894;Life as a House;Drama            ;Hayden Christensen, Kevin Kline, Kristin Scott Thomas, Jena Malone
2895;Joy Ride;Mystery, Thriller            ;Steve Zahn, Paul Walker, Leelee Sobieski, Jessica Bowman
2896;From Hell;Horror, Mystery, Thriller            ;Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane
2897;Buffalo Soldiers;Comedy, Crime, Drama            ;Joaquin Phoenix, Anna Paquin, Ed Harris, Scott Glenn
2898;Knockaround Guys;Crime, Drama, Thriller            ;Jennifer Baxter, Dennis Hopper, Vin Diesel, Barry Pepper
2899;Novocaine;Comedy, Crime, Drama            ;Steve Martin, Helena Bonham Carter, Chelcie Ross, Laura Dern
2900;Hearts in Atlantis;Drama, Mystery            ;Anthony Hopkins, Anton Yelchin, Hope Davis, Mika Boorem
2901;The Musketeer;Action, Adventure, Romance            ;Justin Chambers, Catherine Deneuve, Mena Suvari, Stephen Rea
2902;The Safety of Objects;;
2903;Megiddo: The Omega Code 2;Action, Adventure, Fantasy            ;Michael York, Michael Biehn, Joseph Makkar, Guy Siner
2904;Soul Survivors;Horror, Mystery, Thriller            ;Melissa Sagemiller, Wes Bentley, Casey Affleck, Eliza Dushku
2905;Rock Star;Drama, Music            ;Mark Wahlberg, Jennifer Aniston, Dominic West, Jason Bonham
2906;Invincible;Drama, War            ;Jouko Ahola, Tim Roth, Anna Gourari, Max Raabe
2907;Training Day;Crime, Drama, Thriller            ;Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger
2908;Me Without You;Drama            ;Anna Friel, Michelle Williams, Ella Jones, Anna Popplewell
2909;Thirteen Conversations About One Thing;Drama            ;Alan Arkin, John Turturro, Matthew McConaughey, David Connolly
2910;Monsoon Wedding;Comedy, Drama, Romance            ;Naseeruddin Shah, Lillete Dubey, Shefali Shah, Vijay Raaz
2911;Lovely & Amazing;Comedy, Drama, Romance            ;Catherine Keener, Brenda Blethyn, Troy Ruptash, Emily Mortimer
2912;Two Can Play That Game;Comedy, Romance            ;Vivica A. Fox, Morris Chestnut, Anthony Anderson, Gabrielle Union
2913;Ghosts of Mars;Action, Horror, Sci-Fi            ;Natasha Henstridge, Ice Cube, Pam Grier, Jason Statham
2914;Bubble Boy;Adventure, Comedy, Romance            ;Jake Gyllenhaal, Swoosie Kurtz, Marley Shelton, Danny Trejo
2915;Jay and Silent Bob Strike Back;Comedy            ;Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson
2916;Summer Catch;Comedy, Drama, Romance            ;Freddie Prinze Jr., Jessica Biel, Fred Ward, Matthew Lillard
2917;Crush;Comedy, Romance, Drama            ;Andie MacDowell, Imelda Staunton, Anna Chancellor, Kenny Doughty
2918;American Outlaws;Action, Western            ;Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht
2919;Osmosis Jones;Animation, Action, Adventure            ;Laurence Fishburne, Chris Rock, David Hyde Pierce, Brandy Norwood
2920;American Pie 2;Comedy            ;Jason Biggs, Seann William Scott, Shannon Elizabeth, Alyson Hannigan
2921;Mostly Martha;Comedy, Romance, Drama            ;Martina Gedeck, Maxime Foerste, Sergio Castellitto, August Zirner
2922;Session 9;Horror, Mystery            ;David Caruso, Stephen Gevedon, Paul Guilfoyle, Josh Lucas
2923;Rat Race;Adventure, Comedy            ;Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf
2924;The Princess Diaries;Comedy, Family, Romance            ;Julie Andrews, Anne Hathaway, Hector Elizondo, Heather Matarazzo
2925;Planet of the Apes;Action, Adventure, Sci-Fi            ;Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan
2926;Rush Hour 2;Action, Comedy, Crime            ;Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang
2927;Jason X;Action, Horror, Sci-Fi            ;Kane Hodder, Lexa Doig, Jeff Geddis, David Cronenberg
2928;Spirited Away;Animation, Adventure, Family            ;Daveigh Chase, Suzanne Pleshette, Miyu Irino, Rumi Hiiragi
2929;Jeepers Creepers;Horror, Mystery            ;Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher
2930;The Bank;Drama, Romance, Thriller            ;David Wenham, Anthony LaPaglia, Sibylla Budd, Steve Rodgers
2931;America's Sweethearts;Comedy, Romance            ;Julia Roberts, John Cusack, Billy Crystal, Catherine Zeta-Jones
2932;Jurassic Park III;Action, Adventure, Sci-Fi            ;Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola
2933;Made;Comedy, Crime, Drama            ;Vince Vaughn, Jon Favreau, Joe Goossen, Famke Janssen
2934;Original Sin;Drama, Mystery, Romance            ;Antonio Banderas, Angelina Jolie, Thomas Jane, Jack Thompson
2935;The Score;Crime, Drama, Thriller            ;Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett
2936;Scary Movie 2;Comedy            ;Anna Faris, Marlon Wayans, Antony Acker, Mark Barrett
2937;Final Fantasy: The Spirits Within;Animation, Action, Adventure            ;Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames
